"","subjid","trialnums","block_iter","block","numatts","numcand","pref","age","party","race","prof","military","gender","ssmar","taxes","guns","polex","relig","partyown","ssmarown","taxesown","gunsown","profile","incl.ssmar","incl.taxes","incl.guns","num_issues_shown"
"29923",104,113,6,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"714",104,114,6,"8atts2cands",8,2,1,1,3,1,NA,1,2,2,NA,2,NA,1,"No","Yes",NA,"Yes",1,1,0,1,2
"15319",104,114,6,"8atts2cands",8,2,0,5,1,3,NA,5,2,2,NA,2,NA,5,"No","Yes",NA,"Yes",2,1,0,1,2
"29924",104,114,6,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"715",104,115,6,"8atts2cands",8,2,1,4,1,1,NA,1,2,3,NA,3,NA,4,"No","No",NA,"No",1,1,0,1,2
"15320",104,115,6,"8atts2cands",8,2,0,3,3,1,NA,1,1,4,NA,4,NA,3,"No","No",NA,"No",2,1,0,1,2
"29925",104,115,6,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"716",104,116,6,"8atts2cands",8,2,1,2,2,1,NA,1,2,2,NA,2,NA,2,"Yes","Yes",NA,"Yes",1,1,0,1,2
"15321",104,116,6,"8atts2cands",8,2,0,2,1,2,NA,2,1,4,NA,4,NA,2,"No","No",NA,"No",2,1,0,1,2
"29926",104,116,6,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"717",104,117,6,"8atts2cands",8,2,1,3,3,5,NA,1,2,3,NA,3,NA,1,"No","No",NA,"No",1,1,0,1,2
"15322",104,117,6,"8atts2cands",8,2,0,2,1,2,NA,2,1,4,NA,4,NA,2,"No","No",NA,"No",2,1,0,1,2
"29927",104,117,6,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"718",104,118,6,"8atts2cands",8,2,0,3,3,5,NA,1,2,3,NA,3,NA,1,"No","No",NA,"No",1,1,0,1,2
"15323",104,118,6,"8atts2cands",8,2,1,3,2,2,NA,3,2,3,NA,3,NA,3,"Yes","No",NA,"No",2,1,0,1,2
"29928",104,118,6,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"719",104,119,6,"8atts2cands",8,2,1,5,2,1,NA,1,1,1,NA,1,NA,5,"Yes","Yes",NA,"Yes",1,1,0,1,2
"15324",104,119,6,"8atts2cands",8,2,0,2,1,2,NA,2,1,4,NA,4,NA,2,"No","No",NA,"No",2,1,0,1,2
"29929",104,119,6,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"720",104,120,6,"8atts2cands",8,2,0,3,3,5,NA,1,2,3,NA,3,NA,1,"No","No",NA,"No",1,1,0,1,2
"15325",104,120,6,"8atts2cands",8,2,1,3,2,2,NA,3,2,3,NA,3,NA,3,"Yes","No",NA,"No",2,1,0,1,2
"29930",104,120,6,"8atts2cands",8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"721",105,1,1,"5atts2cands",5,2,0,2,2,1,NA,NA,2,2,NA,NA,NA,NA,"No","No",NA,NA,1,1,0,0,1
"15326",105,1,1,"5atts2cands",5,2,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,2,1,0,0,1
"29931",105,1,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"722",105,2,1,"5atts2cands",5,2,0,4,1,1,NA,NA,2,3,NA,NA,NA,NA,"No","Yes",NA,NA,1,1,0,0,1
"15327",105,2,1,"5atts2cands",5,2,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,2,1,0,0,1
"29932",105,2,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"723",105,3,1,"5atts2cands",5,2,1,4,3,3,NA,NA,1,1,NA,NA,NA,NA,"Yes","No",NA,NA,1,1,0,0,1
"15328",105,3,1,"5atts2cands",5,2,0,4,1,1,NA,NA,2,3,NA,NA,NA,NA,"No","Yes",NA,NA,2,1,0,0,1
"29933",105,3,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"724",105,4,1,"5atts2cands",5,2,0,3,3,1,NA,NA,1,4,NA,NA,NA,NA,"Yes","Yes",NA,NA,1,1,0,0,1
"15329",105,4,1,"5atts2cands",5,2,1,4,1,1,NA,NA,2,3,NA,NA,NA,NA,"No","Yes",NA,NA,2,1,0,0,1
"29934",105,4,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"725",105,5,1,"5atts2cands",5,2,0,3,2,2,NA,NA,2,3,NA,NA,NA,NA,"No","Yes",NA,NA,1,1,0,0,1
"15330",105,5,1,"5atts2cands",5,2,1,4,3,3,NA,NA,1,1,NA,NA,NA,NA,"Yes","No",NA,NA,2,1,0,0,1
"29935",105,5,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"726",105,6,1,"5atts2cands",5,2,1,5,1,3,NA,NA,2,2,NA,NA,NA,NA,"No","No",NA,NA,1,1,0,0,1
"15331",105,6,1,"5atts2cands",5,2,0,5,2,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,2,1,0,0,1
"29936",105,6,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"727",105,7,1,"5atts2cands",5,2,0,2,1,2,NA,NA,1,4,NA,NA,NA,NA,"No","Yes",NA,NA,1,1,0,0,1
"15332",105,7,1,"5atts2cands",5,2,1,3,3,1,NA,NA,1,4,NA,NA,NA,NA,"Yes","Yes",NA,NA,2,1,0,0,1
"29937",105,7,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"728",105,8,1,"5atts2cands",5,2,1,4,3,3,NA,NA,1,1,NA,NA,NA,NA,"Yes","No",NA,NA,1,1,0,0,1
"15333",105,8,1,"5atts2cands",5,2,0,1,1,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,2,1,0,0,1
"29938",105,8,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"729",105,9,1,"5atts2cands",5,2,0,1,1,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,1,1,0,0,1
"15334",105,9,1,"5atts2cands",5,2,1,3,3,1,NA,NA,1,4,NA,NA,NA,NA,"Yes","Yes",NA,NA,2,1,0,0,1
"29939",105,9,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"730",105,10,1,"5atts2cands",5,2,0,3,3,5,NA,NA,2,3,NA,NA,NA,NA,"Yes","Yes",NA,NA,1,1,0,0,1
"15335",105,10,1,"5atts2cands",5,2,1,4,3,3,NA,NA,1,1,NA,NA,NA,NA,"Yes","No",NA,NA,2,1,0,0,1
"29940",105,10,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"731",105,11,1,"5atts2cands",5,2,1,2,2,1,NA,NA,2,2,NA,NA,NA,NA,"No","No",NA,NA,1,1,0,0,1
"15336",105,11,1,"5atts2cands",5,2,0,2,1,2,NA,NA,1,4,NA,NA,NA,NA,"No","Yes",NA,NA,2,1,0,0,1
"29941",105,11,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"732",105,12,1,"5atts2cands",5,2,0,2,2,4,NA,NA,1,4,NA,NA,NA,NA,"No","Yes",NA,NA,1,1,0,0,1
"15337",105,12,1,"5atts2cands",5,2,1,4,3,3,NA,NA,1,1,NA,NA,NA,NA,"Yes","No",NA,NA,2,1,0,0,1
"29942",105,12,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"733",105,13,1,"5atts2cands",5,2,0,5,2,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,1,1,0,0,1
"15338",105,13,1,"5atts2cands",5,2,1,3,3,5,NA,NA,2,3,NA,NA,NA,NA,"Yes","Yes",NA,NA,2,1,0,0,1
"29943",105,13,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"734",105,14,1,"5atts2cands",5,2,0,2,2,1,NA,NA,2,2,NA,NA,NA,NA,"No","No",NA,NA,1,1,0,0,1
"15339",105,14,1,"5atts2cands",5,2,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,2,1,0,0,1
"29944",105,14,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"735",105,15,1,"5atts2cands",5,2,1,3,2,2,NA,NA,2,3,NA,NA,NA,NA,"No","Yes",NA,NA,1,1,0,0,1
"15340",105,15,1,"5atts2cands",5,2,0,2,2,4,NA,NA,1,4,NA,NA,NA,NA,"No","Yes",NA,NA,2,1,0,0,1
"29945",105,15,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"736",105,16,1,"5atts2cands",5,2,0,2,2,4,NA,NA,1,4,NA,NA,NA,NA,"No","Yes",NA,NA,1,1,0,0,1
"15341",105,16,1,"5atts2cands",5,2,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,2,1,0,0,1
"29946",105,16,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"737",105,17,1,"5atts2cands",5,2,0,3,3,5,NA,NA,2,3,NA,NA,NA,NA,"Yes","Yes",NA,NA,1,1,0,0,1
"15342",105,17,1,"5atts2cands",5,2,1,1,3,1,NA,NA,2,2,NA,NA,NA,NA,"Yes","No",NA,NA,2,1,0,0,1
"29947",105,17,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"738",105,18,1,"5atts2cands",5,2,0,2,1,2,NA,NA,1,4,NA,NA,NA,NA,"No","Yes",NA,NA,1,1,0,0,1
"15343",105,18,1,"5atts2cands",5,2,1,1,3,1,NA,NA,2,2,NA,NA,NA,NA,"Yes","No",NA,NA,2,1,0,0,1
"29948",105,18,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"739",105,19,1,"5atts2cands",5,2,0,1,1,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,1,1,0,0,1
"15344",105,19,1,"5atts2cands",5,2,1,5,1,3,NA,NA,2,2,NA,NA,NA,NA,"No","No",NA,NA,2,1,0,0,1
"29949",105,19,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"740",105,20,1,"5atts2cands",5,2,0,4,1,1,NA,NA,2,3,NA,NA,NA,NA,"No","Yes",NA,NA,1,1,0,0,1
"15345",105,20,1,"5atts2cands",5,2,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,"No","No",NA,NA,2,1,0,0,1
"29950",105,20,1,"5atts2cands",5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0
"741",105,21,2,"8atts3cands",8,3,0,NA,1,NA,4,1,2,3,3,NA,4,4,"No","Yes","Yes",NA,1,1,1,0,2
"15346",105,21,2,"8atts3cands",8,3,0,NA,1,NA,4,1,2,3,3,NA,4,4,"No","Yes","Yes",NA,2,1,1,0,2
"29951",105,21,2,"8atts3cands",8,3,1,NA,1,NA,5,5,2,2,2,NA,0,5,"No","No","No",NA,3,1,1,0,2
"742",105,22,2,"8atts3cands",8,3,0,NA,1,NA,1,1,1,1,1,NA,1,1,"No","No","No",NA,1,1,1,0,2
"15347",105,22,2,"8atts3cands",8,3,0,NA,1,NA,5,5,2,2,2,NA,0,5,"No","No","No",NA,2,1,1,0,2
"29952",105,22,2,"8atts3cands",8,3,1,NA,3,NA,4,4,1,1,1,NA,4,4,"Yes","No","No",NA,3,1,1,0,2
"743",105,23,2,"8atts3cands",8,3,0,NA,1,NA,1,1,1,1,1,NA,1,1,"No","No","No",NA,1,1,1,0,2
"15348",105,23,2,"8atts3cands",8,3,0,NA,2,NA,3,3,2,3,3,NA,3,3,"No","Yes","Yes",NA,2,1,1,0,2
"29953",105,23,2,"8atts3cands",8,3,1,NA,3,NA,4,4,1,1,1,NA,4,4,"Yes","No","No",NA,3,1,1,0,2
"744",105,24,2,"8atts3cands",8,3,0,NA,3,NA,3,1,1,4,4,NA,3,3,"Yes","Yes","Yes",NA,1,1,1,0,2
"15349",105,24,2,"8atts3cands",8,3,1,NA,3,NA,4,4,1,1,1,NA,4,4,"Yes","No","No",NA,2,1,1,0,2
"29954",105,24,2,"8atts3cands",8,3,0,NA,3,NA,3,1,1,4,4,NA,3,3,"Yes","Yes","Yes",NA,3,1,1,0,2
"745",105,25,2,"8atts3cands",8,3,0,NA,3,NA,3,1,1,4,4,NA,3,3,"Yes","Yes","Yes",NA,1,1,1,0,2
"15350",105,25,2,"8atts3cands",8,3,1,NA,3,NA,3,1,1,4,4,NA,3,3,"Yes","Yes","Yes",NA,2,1,1,0,2
"29955",105,25,2,"8atts3cands",8,3,0,NA,1,NA,5,5,2,2,2,NA,0,5,"No","No","No",NA,3,1,1,0,2
"746",105,26,2,"8atts3cands",8,3,0,NA,2,NA,1,1,1,4,4,NA,3,2,"No","Yes","Yes",NA,1,1,1,0,2
"15351",105,26,2,"8atts3cands",8,3,1,NA,2,NA,5,1,1,1,1,NA,0,5,"No","No","No",NA,2,1,1,0,2
"29956",105,26,2,"8atts3cands",8,3,0,NA,3,NA,3,1,2,3,3,NA,4,1,"Yes","Yes","Yes",NA,3,1,1,0,2
"747",105,27,2,"8atts3cands",8,3,0,NA,2,NA,3,3,2,3,3,NA,3,3,"No","Yes","Yes",NA,1,1,1,0,2
"15352",105,27,2,"8atts3cands",8,3,1,NA,3,NA,1,1,2,2,2,NA,1,1,"Yes","No","No",NA,2,1,1,0,2
"29957",105,27,2,"8atts3cands",8,3,0,NA,3,NA,1,1,2,2,2,NA,1,1,"Yes","No","No",NA,3,1,1,0,2
"748",105,28,2,"8atts3cands",8,3,0,NA,1,NA,4,1,2,3,3,NA,4,4,"No","Yes","Yes",NA,1,1,1,0,2
"15353",105,28,2,"8atts3cands",8,3,1,NA,2,NA,3,3,2,3,3,NA,3,3,"No","Yes","Yes",NA,2,1,1,0,2
"29958",105,28,2,"8atts3cands",8,3,0,NA,1,NA,1,1,1,1,1,NA,1,1,"No","No","No",NA,3,1,1,0,2
"749",105,29,2,"8atts3cands",8,3,1,NA,3,NA,4,4,1,1,1,NA,4,4,"Yes","No","No",NA,1,1,1,0,2
"15354",105,29,2,"8atts3cands",8,3,0,NA,1,NA,2,2,1,4,4,NA,2,2,"No","Yes","Yes",NA,2,1,1,0,2
"29959",105,29,2,"8atts3cands",8,3,0,NA,2,NA,1,1,1,4,4,NA,3,2,"No","Yes","Yes",NA,3,1,1,0,2
"750",105,30,2,"8atts3cands",8,3,1,NA,3,NA,3,1,1,4,4,NA,3,3,"Yes","Yes","Yes",NA,1,1,1,0,2
"15355",105,30,2,"8atts3cands",8,3,0,NA,2,NA,1,1,1,4,4,NA,3,2,"No","Yes","Yes",NA,2,1,1,0,2
"29960",105,30,2,"8atts3cands",8,3,0,NA,1,NA,5,5,2,2,2,NA,0,5,"No","No","No",NA,3,1,1,0,2
"751",105,31,2,"8atts3cands",8,3,1,NA,1,NA,1,1,1,1,1,NA,1,1,"No","No","No",NA,1,1,1,0,2
"15356",105,31,2,"8atts3cands",8,3,0,NA,1,NA,2,2,1,4,4,NA,2,2,"No","Yes","Yes",NA,2,1,1,0,2
"29961",105,31,2,"8atts3cands",8,3,0,NA,3,NA,3,1,1,4,4,NA,3,3,"Yes","Yes","Yes",NA,3,1,1,0,2
"752",105,32,2,"8atts3cands",8,3,1,NA,3,NA,4,4,1,1,1,NA,4,4,"Yes","No","No",NA,1,1,1,0,2
"15357",105,32,2,"8atts3cands",8,3,0,NA,1,NA,2,2,1,4,4,NA,2,2,"No","Yes","Yes",NA,2,1,1,0,2
"29962",105,32,2,"8atts3cands",8,3,0,NA,1,NA,4,1,2,3,3,NA,4,4,"No","Yes","Yes",NA,3,1,1,0,2
"753",105,33,2,"8atts3cands",8,3,1,NA,3,NA,4,4,1,1,1,NA,4,4,"Yes","No","No",NA,1,1,1,0,2
"15358",105,33,2,"8atts3cands",8,3,0,NA,2,NA,2,1,2,2,2,NA,2,2,"No","No","No",NA,2,1,1,0,2
"29963",105,33,2,"8atts3cands",8,3,0,NA,2,NA,5,1,1,1,1,NA,0,5,"No","No","No",NA,3,1,1,0,2
"754",105,34,2,"8atts3cands",8,3,0,NA,1,NA,4,1,2,3,3,NA,4,4,"No","Yes","Yes",NA,1,1,1,0,2
"15359",105,34,2,"8atts3cands",8,3,0,NA,3,NA,4,4,1,1,1,NA,4,4,"Yes","No","No",NA,2,1,1,0,2
"29964",105,34,2,"8atts3cands",8,3,1,NA,2,NA,2,1,2,2,2,NA,2,2,"No","No","No",NA,3,1,1,0,2
"755",105,35,2,"8atts3cands",8,3,0,NA,3,NA,1,1,2,2,2,NA,1,1,"Yes","No","No",NA,1,1,1,0,2
"15360",105,35,2,"8atts3cands",8,3,0,NA,1,NA,4,1,2,3,3,NA,4,4,"No","Yes","Yes",NA,2,1,1,0,2
"29965",105,35,2,"8atts3cands",8,3,1,NA,2,NA,2,1,2,2,2,NA,2,2,"No","No","No",NA,3,1,1,0,2
"756",105,36,2,"8atts3cands",8,3,0,NA,1,NA,4,1,2,3,3,NA,4,4,"No","Yes","Yes",NA,1,1,1,0,2
"15361",105,36,2,"8atts3cands",8,3,1,NA,2,NA,3,3,2,3,3,NA,3,3,"No","Yes","Yes",NA,2,1,1,0,2
"29966",105,36,2,"8atts3cands",8,3,0,NA,1,NA,4,1,2,3,3,NA,4,4,"No","Yes","Yes",NA,3,1,1,0,2
"757",105,37,2,"8atts3cands",8,3,1,NA,3,NA,3,1,1,4,4,NA,3,3,"Yes","Yes","Yes",NA,1,1,1,0,2
"15362",105,37,2,"8atts3cands",8,3,0,NA,3,NA,1,1,2,2,2,NA,1,1,"Yes","No","No",NA,2,1,1,0,2
"29967",105,37,2,"8atts3cands",8,3,0,NA,2,NA,3,3,2,3,3,NA,3,3,"No","Yes","Yes",NA,3,1,1,0,2
"758",105,38,2,"8atts3cands",8,3,0,NA,1,NA,2,2,1,4,4,NA,2,2,"No","Yes","Yes",NA,1,1,1,0,2
"15363",105,38,2,"8atts3cands",8,3,1,NA,2,NA,3,3,2,3,3,NA,3,3,"No","Yes","Yes",NA,2,1,1,0,2
"29968",105,38,2,"8atts3cands",8,3,0,NA,2,NA,1,1,1,4,4,NA,3,2,"No","Yes","Yes",NA,3,1,1,0,2
"759",105,39,2,"8atts3cands",8,3,0,NA,1,NA,4,1,2,3,3,NA,4,4,"No","Yes","Yes",NA,1,1,1,0,2
"15364",105,39,2,"8atts3cands",8,3,0,NA,1,NA,2,2,1,4,4,NA,2,2,"No","Yes","Yes",NA,2,1,1,0,2
"29969",105,39,2,"8atts3cands",8,3,1,NA,2,NA,3,3,2,3,3,NA,3,3,"No","Yes","Yes",NA,3,1,1,0,2
"760",105,40,2,"8atts3cands",8,3,0,NA,3,NA,1,1,2,2,2,NA,1,1,"Yes","No","No",NA,1,1,1,0,2
"15365",105,40,2,"8atts3cands",8,3,1,NA,3,NA,1,1,2,2,2,NA,1,1,"Yes","No","No",NA,2,1,1,0,2
"29970",105,40,2,"8atts3cands",8,3,0,NA,1,NA,5,5,2,2,2,NA,0,5,"No","No","No",NA,3,1,1,0,2
"761",105,41,3,"11atts3cands",11,3,1,3,2,2,3,3,2,3,3,3,3,3,"No","Yes","Yes","Yes",1,1,1,1,3
"15366",105,41,3,"11atts3cands",11,3,0,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",2,1,1,1,3
"29971",105,41,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",3,1,1,1,3
"762",105,42,3,"11atts3cands",11,3,1,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",1,1,1,1,3
"15367",105,42,3,"11atts3cands",11,3,0,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",2,1,1,1,3
"29972",105,42,3,"11atts3cands",11,3,0,1,3,1,1,1,2,2,2,2,1,1,"Yes","No","No","No",3,1,1,1,3
"763",105,43,3,"11atts3cands",11,3,1,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",1,1,1,1,3
"15368",105,43,3,"11atts3cands",11,3,0,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",2,1,1,1,3
"29973",105,43,3,"11atts3cands",11,3,0,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",3,1,1,1,3
"764",105,44,3,"11atts3cands",11,3,0,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",1,1,1,1,3
"15369",105,44,3,"11atts3cands",11,3,0,3,3,5,3,1,2,3,3,3,4,1,"Yes","Yes","Yes","Yes",2,1,1,1,3
"29974",105,44,3,"11atts3cands",11,3,1,5,2,1,5,1,1,1,1,1,0,5,"No","No","No","No",3,1,1,1,3
"765",105,45,3,"11atts3cands",11,3,0,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",1,1,1,1,3
"15370",105,45,3,"11atts3cands",11,3,0,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",2,1,1,1,3
"29975",105,45,3,"11atts3cands",11,3,1,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",3,1,1,1,3
"766",105,46,3,"11atts3cands",11,3,0,5,2,1,5,1,1,1,1,1,0,5,"No","No","No","No",1,1,1,1,3
"15371",105,46,3,"11atts3cands",11,3,0,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",2,1,1,1,3
"29976",105,46,3,"11atts3cands",11,3,1,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",3,1,1,1,3
"767",105,47,3,"11atts3cands",11,3,0,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",1,1,1,1,3
"15372",105,47,3,"11atts3cands",11,3,1,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",2,1,1,1,3
"29977",105,47,3,"11atts3cands",11,3,0,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",3,1,1,1,3
"768",105,48,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",1,1,1,1,3
"15373",105,48,3,"11atts3cands",11,3,1,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",2,1,1,1,3
"29978",105,48,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",3,1,1,1,3
"769",105,49,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",1,1,1,1,3
"15374",105,49,3,"11atts3cands",11,3,1,1,1,1,1,1,1,1,1,1,1,1,"No","No","No","No",2,1,1,1,3
"29979",105,49,3,"11atts3cands",11,3,0,3,2,2,3,3,2,3,3,3,3,3,"No","Yes","Yes","Yes",3,1,1,1,3
"770",105,50,3,"11atts3cands",11,3,1,4,1,1,4,1,2,3,3,3,4,4,"No","Yes","Yes","Yes",1,1,1,1,3
"15375",105,50,3,"11atts3cands",11,3,0,2,1,2,2,2,1,4,4,4,2,2,"No","Yes","Yes","Yes",2,1,1,1,3
"29980",105,50,3,"11atts3cands",11,3,0,3,3,5,3,1,2,3,3,3,4,1,"Yes","Yes","Yes","Yes",3,1,1,1,3
"771",105,51,3,"11atts3cands",11,3,1,5,1,3,5,5,2,2,2,2,0,5,"No","No","No","No",1,1,1,1,3
"15376",105,51,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",2,1,1,1,3
"29981",105,51,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",3,1,1,1,3
"772",105,52,3,"11atts3cands",11,3,0,3,2,2,3,3,2,3,3,3,3,3,"No","Yes","Yes","Yes",1,1,1,1,3
"15377",105,52,3,"11atts3cands",11,3,1,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",2,1,1,1,3
"29982",105,52,3,"11atts3cands",11,3,0,2,2,1,2,1,2,2,2,2,2,2,"No","No","No","No",3,1,1,1,3
"773",105,53,3,"11atts3cands",11,3,1,1,3,1,1,1,2,2,2,2,1,1,"Yes","No","No","No",1,1,1,1,3
"15378",105,53,3,"11atts3cands",11,3,0,1,3,1,1,1,2,2,2,2,1,1,"Yes","No","No","No",2,1,1,1,3
"29983",105,53,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",3,1,1,1,3
"774",105,54,3,"11atts3cands",11,3,0,3,2,2,3,3,2,3,3,3,3,3,"No","Yes","Yes","Yes",1,1,1,1,3
"15379",105,54,3,"11atts3cands",11,3,1,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",2,1,1,1,3
"29984",105,54,3,"11atts3cands",11,3,0,4,3,3,4,4,1,1,1,1,4,4,"Yes","No","No","No",3,1,1,1,3
"775",105,55,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",1,1,1,1,3
"15380",105,55,3,"11atts3cands",11,3,1,5,2,1,5,1,1,1,1,1,0,5,"No","No","No","No",2,1,1,1,3
"29985",105,55,3,"11atts3cands",11,3,0,3,3,5,3,1,2,3,3,3,4,1,"Yes","Yes","Yes","Yes",3,1,1,1,3
"776",105,56,3,"11atts3cands",11,3,1,3,2,2,3,3,2,3,3,3,3,3,"No","Yes","Yes","Yes",1,1,1,1,3
"15381",105,56,3,"11atts3cands",11,3,0,3,3,1,3,1,1,4,4,4,3,3,"Yes","Yes","Yes","Yes",2,1,1,1,3
"29986",105,56,3,"11atts3cands",11,3,0,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",3,1,1,1,3
"777",105,57,3,"11atts3cands",11,3,1,2,2,4,1,1,1,4,4,4,3,2,"No","Yes","Yes","Yes",1,1,1,1,3
