"","Constituency","register","ps","n_nomiss","n_young_withmiss"
"10555","Alyn and Deeside",1,"CH4 0",27,1
"10556","Alyn and Deeside",1,"CH4 0",61,5
"10557","Alyn and Deeside",1,"CH4 0",45,1
"10558","Alyn and Deeside",1,"CH4 0",21,NA
"10559","Alyn and Deeside",1,"CH4 0",43,4
"10560","Alyn and Deeside",1,"CH4 0",56,5
"10561","Alyn and Deeside",1,"CH4 0",43,2
"10562","Alyn and Deeside",1,"CH4 0",57,1
"10563","Alyn and Deeside",1,"CH4 0",66,2
"10564","Alyn and Deeside",1,"CH4 0",43,1
"10565","Alyn and Deeside",1,"CH4 0",38,2
"10566","Alyn and Deeside",1,"CH4 0",22,3
"10567","Alyn and Deeside",1,"CH4 0",18,NA
"10568","Alyn and Deeside",1,"CH4 0",55,1
"10569","Alyn and Deeside",1,"CH4 0",75,5
"10570","Alyn and Deeside",1,"CH4 0",15,NA
"10571","Alyn and Deeside",1,"CH4 0",46,1
"10572","Alyn and Deeside",1,"CH4 0",18,2
"10573","Alyn and Deeside",1,"CH4 0",37,NA
"10574","Alyn and Deeside",1,"CH4 0",23,2
"10575","Alyn and Deeside",1,"CH4 0",25,1
"10576","Alyn and Deeside",1,"CH4 0",55,4
"10577","Alyn and Deeside",1,"CH4 0",29,1
"10578","Alyn and Deeside",1,"CH4 0",58,3
"10579","Alyn and Deeside",1,"CH4 0",69,2
"10580","Alyn and Deeside",1,"CH4 0",25,3
"10581","Alyn and Deeside",1,"CH4 0",21,3
"10582","Alyn and Deeside",1,"CH4 0",45,5
"10583","Alyn and Deeside",1,"CH4 0",18,NA
"10584","Alyn and Deeside",1,"CH4 0",19,NA
"10585","Alyn and Deeside",1,"CH4 0",25,6
"10586","Alyn and Deeside",1,"CH4 0",63,5
"10587","Alyn and Deeside",1,"CH4 0",15,2
"10588","Alyn and Deeside",1,"CH4 0",67,NA
"10589","Alyn and Deeside",1,"CH4 0",83,4
"10590","Alyn and Deeside",1,"CH4 0",129,4
"10591","Alyn and Deeside",1,"CH4 0",22,NA
"10592","Alyn and Deeside",1,"CH4 0",20,2
"10593","Alyn and Deeside",1,"CH4 0",29,5
"10594","Alyn and Deeside",1,"CH4 0",97,8
"10595","Alyn and Deeside",1,"CH4 0",25,5
"10596","Alyn and Deeside",1,"CH4 0",16,2
"10597","Alyn and Deeside",1,"CH4 0",13,NA
"10598","Alyn and Deeside",1,"CH4 0",9,NA
"10599","Alyn and Deeside",1,"CH4 0",5,NA
"10600","Alyn and Deeside",1,"CH4 0",13,1
"10601","Alyn and Deeside",1,"CH4 8",94,1
"10602","Alyn and Deeside",1,"CH4 8",36,NA
"10603","Alyn and Deeside",1,"CH4 8",7,NA
"10604","Alyn and Deeside",1,"CH4 8",7,NA
"10605","Alyn and Deeside",1,"CH4 8",5,NA
"10606","Alyn and Deeside",1,"CH4 8",19,NA
"10607","Alyn and Deeside",1,"CH4 8",10,1
"10608","Alyn and Deeside",1,"CH4 8",20,3
"10609","Alyn and Deeside",1,"CH4 8",26,NA
"10610","Alyn and Deeside",1,"CH4 8",5,NA
"10611","Alyn and Deeside",1,"CH4 8",84,5
"10612","Alyn and Deeside",1,"CH4 8",12,1
"10613","Alyn and Deeside",1,"CH4 8",63,8
"10614","Alyn and Deeside",1,"CH4 8",60,NA
"10615","Alyn and Deeside",1,"CH4 8",22,NA
"10616","Alyn and Deeside",1,"CH4 8",45,1
"10617","Alyn and Deeside",1,"CH4 8",25,NA
"10618","Alyn and Deeside",1,"CH4 8",45,8
"10619","Alyn and Deeside",1,"CH4 8",30,2
"10620","Alyn and Deeside",1,"CH4 8",45,6
"10621","Alyn and Deeside",1,"CH4 8",21,1
"10622","Alyn and Deeside",1,"CH4 8",44,NA
"10623","Alyn and Deeside",1,"CH4 8",21,NA
"10624","Alyn and Deeside",1,"CH4 8",19,NA
"10625","Alyn and Deeside",1,"CH4 8",31,NA
"10626","Alyn and Deeside",1,"CH4 8",106,12
"10627","Alyn and Deeside",1,"CH4 8",42,2
"10628","Alyn and Deeside",1,"CH4 8",9,NA
"10629","Alyn and Deeside",1,"CH4 8",85,9
"10630","Alyn and Deeside",1,"CH4 8",15,NA
"10631","Alyn and Deeside",1,"CH4 8",8,NA
"10632","Alyn and Deeside",1,"CH4 8",48,1
"10633","Alyn and Deeside",1,"CH4 8",6,NA
"10634","Alyn and Deeside",1,"CH4 8",5,NA
"10635","Alyn and Deeside",1,"CH4 8",4,NA
"10636","Alyn and Deeside",1,"CH4 8",68,1
"10637","Alyn and Deeside",1,"CH4 8",24,1
"10638","Alyn and Deeside",1,"CH4 8",38,8
"10639","Alyn and Deeside",1,"CH4 8",41,2
"10640","Alyn and Deeside",1,"CH4 8",40,NA
"10641","Alyn and Deeside",1,"CH4 8",81,8
"10642","Alyn and Deeside",1,"CH4 8",53,1
"10643","Alyn and Deeside",1,"CH4 8",34,NA
"10644","Alyn and Deeside",1,"CH4 8",42,1
"10645","Alyn and Deeside",1,"CH4 8",93,8
"10646","Alyn and Deeside",1,"CH4 8",17,3
"10647","Alyn and Deeside",1,"CH4 8",8,NA
"10648","Alyn and Deeside",1,"CH4 8",49,3
"10649","Alyn and Deeside",1,"CH4 8",52,2
"10650","Alyn and Deeside",1,"CH4 8",13,2
"10651","Alyn and Deeside",1,"CH4 8",8,NA
"10652","Alyn and Deeside",1,"CH4 8",31,5
"10653","Alyn and Deeside",1,"CH4 8",15,1
"10654","Alyn and Deeside",1,"CH4 8",61,1
"10655","Alyn and Deeside",1,"CH4 8",3,NA
"10656","Alyn and Deeside",1,"CH4 8",29,3
"10657","Alyn and Deeside",1,"CH4 8",76,2
"10658","Alyn and Deeside",1,"CH4 8",59,5
"10659","Alyn and Deeside",1,"CH4 8",19,NA
"10660","Alyn and Deeside",1,"CH4 8",46,2
"10661","Alyn and Deeside",1,"CH4 8",60,5
"10662","Alyn and Deeside",1,"CH4 8",21,NA
"10663","Alyn and Deeside",1,"CH4 8",36,3
"10664","Alyn and Deeside",1,"CH4 8",24,3
"10665","Alyn and Deeside",1,"CH4 8",24,1
"10666","Alyn and Deeside",1,"CH4 8",108,9
"10667","Alyn and Deeside",1,"CH4 8",63,3
"10668","Alyn and Deeside",1,"CH4 8",90,2
"10669","Alyn and Deeside",1,"CH4 8",22,NA
"10670","Alyn and Deeside",1,"CH4 8",33,1
"10671","Alyn and Deeside",1,"CH4 8",53,2
"10672","Alyn and Deeside",1,"CH4 8",64,2
"10673","Alyn and Deeside",1,"CH4 8",54,2
"10674","Alyn and Deeside",1,"CH4 8",60,4
"10675","Alyn and Deeside",1,"CH4 8",70,3
"10676","Alyn and Deeside",1,"CH4 8",6,NA
"10677","Alyn and Deeside",1,"CH4 9",118,13
"10678","Alyn and Deeside",1,"CH4 9",22,NA
"10679","Alyn and Deeside",1,"CH4 9",4,NA
"10680","Alyn and Deeside",1,"CH4 9",4,NA
"10681","Alyn and Deeside",1,"CH4 9",180,11
"10682","Alyn and Deeside",1,"CH4 9",6,NA
"10683","Alyn and Deeside",1,"CH4 9",7,1
"10684","Alyn and Deeside",1,"CH4 9",2,NA
"10685","Alyn and Deeside",1,"CH4 9",6,1
"10686","Alyn and Deeside",1,"CH4 9",37,3
"10687","Alyn and Deeside",1,"CH4 9",50,2
"10688","Alyn and Deeside",1,"CH4 9",17,1
"10689","Alyn and Deeside",1,"CH4 9",4,NA
"10690","Alyn and Deeside",1,"CH4 9",5,1
"10691","Alyn and Deeside",1,"CH4 9",27,3
"10692","Alyn and Deeside",1,"CH4 9",64,5
"10693","Alyn and Deeside",1,"CH4 9",11,1
"10694","Alyn and Deeside",1,"CH4 9",30,NA
"10695","Alyn and Deeside",1,"CH4 9",5,NA
"10696","Alyn and Deeside",1,"CH4 9",21,NA
"10697","Alyn and Deeside",1,"CH4 9",2,NA
"10698","Alyn and Deeside",1,"CH4 9",2,NA
"10699","Alyn and Deeside",1,"CH4 9",11,1
"10700","Alyn and Deeside",1,"CH4 9",3,NA
"10701","Alyn and Deeside",1,"CH4 9",72,3
"10702","Alyn and Deeside",1,"CH4 9",10,1
"10703","Alyn and Deeside",1,"CH4 9",11,4
"10704","Alyn and Deeside",1,"CH4 9",26,1
"10705","Alyn and Deeside",1,"CH4 9",49,2
"10706","Alyn and Deeside",1,"CH4 9",17,NA
"10707","Alyn and Deeside",1,"CH4 9",17,NA
"10708","Alyn and Deeside",1,"CH4 9",32,NA
"10709","Alyn and Deeside",1,"CH4 9",22,1
"10710","Alyn and Deeside",1,"CH4 9",29,6
"10711","Alyn and Deeside",1,"CH4 9",45,1
"10712","Alyn and Deeside",1,"CH4 9",9,NA
"10713","Alyn and Deeside",1,"CH4 9",12,NA
"10714","Alyn and Deeside",1,"CH4 9",74,9
"10715","Alyn and Deeside",1,"CH4 9",49,3
"10716","Alyn and Deeside",1,"CH4 9",34,3
"10717","Alyn and Deeside",1,"CH4 9",15,1
"10718","Alyn and Deeside",1,"CH4 9",11,NA
"10719","Alyn and Deeside",1,"CH4 9",19,NA
"10720","Alyn and Deeside",1,"CH4 9",39,3
"10721","Alyn and Deeside",1,"CH4 9",3,NA
"10722","Alyn and Deeside",1,"CH4 9",7,1
"10723","Alyn and Deeside",1,"CH4 9",11,NA
"10724","Alyn and Deeside",1,"CH4 9",25,3
"10725","Alyn and Deeside",1,"CH4 9",12,1
"10726","Alyn and Deeside",1,"CH4 9",16,2
"10727","Alyn and Deeside",1,"CH4 9",77,11
"10728","Alyn and Deeside",1,"CH5 1",15,1
"10729","Alyn and Deeside",1,"CH5 1",36,1
"10730","Alyn and Deeside",1,"CH5 1",51,3
"10731","Alyn and Deeside",1,"CH5 1",49,1
"10732","Alyn and Deeside",1,"CH5 1",25,1
"10733","Alyn and Deeside",1,"CH5 1",26,NA
"10734","Alyn and Deeside",1,"CH5 1",47,NA
"10735","Alyn and Deeside",1,"CH5 1",36,NA
"10736","Alyn and Deeside",1,"CH5 1",9,NA
"10737","Alyn and Deeside",1,"CH5 1",60,5
"10738","Alyn and Deeside",1,"CH5 1",77,8
"10739","Alyn and Deeside",1,"CH5 1",16,1
"10740","Alyn and Deeside",1,"CH5 1",59,4
"10741","Alyn and Deeside",1,"CH5 1",21,NA
"10742","Alyn and Deeside",1,"CH5 1",46,1
"10743","Alyn and Deeside",1,"CH5 1",45,5
"10744","Alyn and Deeside",1,"CH5 1",15,1
"10745","Alyn and Deeside",1,"CH5 1",12,1
"10746","Alyn and Deeside",1,"CH5 1",14,NA
"10747","Alyn and Deeside",1,"CH5 1",18,3
"10748","Alyn and Deeside",1,"CH5 1",13,2
"10749","Alyn and Deeside",1,"CH5 1",3,NA
"10750","Alyn and Deeside",1,"CH5 1",7,NA
"10751","Alyn and Deeside",1,"CH5 1",12,2
"10752","Alyn and Deeside",1,"CH5 1",5,NA
"10753","Alyn and Deeside",1,"CH5 1",37,2
"10754","Alyn and Deeside",1,"CH5 1",21,2
"10755","Alyn and Deeside",1,"CH5 1",11,NA
"10756","Alyn and Deeside",1,"CH5 1",20,3
"10757","Alyn and Deeside",1,"CH5 1",11,1
"10758","Alyn and Deeside",1,"CH5 1",12,NA
"10759","Alyn and Deeside",1,"CH5 1",13,NA
"10760","Alyn and Deeside",1,"CH5 1",14,NA
"10761","Alyn and Deeside",1,"CH5 1",26,1
"10762","Alyn and Deeside",1,"CH5 1",41,4
"10763","Alyn and Deeside",1,"CH5 1",37,1
"10764","Alyn and Deeside",1,"CH5 1",40,2
"10765","Alyn and Deeside",1,"CH5 1",30,1
"10766","Alyn and Deeside",1,"CH5 1",9,1
"10767","Alyn and Deeside",1,"CH5 1",33,NA
"10768","Alyn and Deeside",1,"CH5 1",52,5
"10769","Alyn and Deeside",1,"CH5 1",37,2
"10770","Alyn and Deeside",1,"CH5 1",41,1
"10771","Alyn and Deeside",1,"CH5 1",24,NA
"10772","Alyn and Deeside",1,"CH5 1",48,3
"10773","Alyn and Deeside",1,"CH5 1",55,2
"10774","Alyn and Deeside",1,"CH5 1",60,6
"10775","Alyn and Deeside",1,"CH5 1",4,NA
"10776","Alyn and Deeside",1,"CH5 1",21,NA
"10777","Alyn and Deeside",1,"CH5 1",54,NA
"10778","Alyn and Deeside",1,"CH5 1",19,NA
"10779","Alyn and Deeside",1,"CH5 1",11,2
"10780","Alyn and Deeside",1,"CH5 1",33,2
"10781","Alyn and Deeside",1,"CH5 1",24,1
"10782","Alyn and Deeside",1,"CH5 1",24,1
"10783","Alyn and Deeside",1,"CH5 1",21,2
"10784","Alyn and Deeside",1,"CH5 1",15,1
"10785","Alyn and Deeside",1,"CH5 1",14,1
"10786","Alyn and Deeside",1,"CH5 1",57,3
"10787","Alyn and Deeside",1,"CH5 1",3,NA
"10788","Alyn and Deeside",1,"CH5 1",13,2
"10789","Alyn and Deeside",1,"CH5 1",9,NA
"10790","Alyn and Deeside",1,"CH5 1",66,5
"10791","Alyn and Deeside",1,"CH5 1",3,NA
"10792","Alyn and Deeside",1,"CH5 1",40,3
"10793","Alyn and Deeside",1,"CH5 1",51,4
"10794","Alyn and Deeside",1,"CH5 1",32,3
"10795","Alyn and Deeside",1,"CH5 1",59,4
"10796","Alyn and Deeside",1,"CH5 1",67,3
"10797","Alyn and Deeside",1,"CH5 1",51,2
"10798","Alyn and Deeside",1,"CH5 1",65,5
"10799","Alyn and Deeside",1,"CH5 1",55,6
"10800","Alyn and Deeside",1,"CH5 1",5,NA
"10801","Alyn and Deeside",1,"CH5 1",21,1
"10802","Alyn and Deeside",1,"CH5 1",58,1
"10803","Alyn and Deeside",1,"CH5 1",6,NA
"10804","Alyn and Deeside",1,"CH5 1",48,7
"10805","Alyn and Deeside",1,"CH5 1",18,1
"10806","Alyn and Deeside",1,"CH5 1",10,NA
"10807","Alyn and Deeside",1,"CH5 1",56,6
"10808","Alyn and Deeside",1,"CH5 1",28,NA
"10809","Alyn and Deeside",1,"CH5 1",30,NA
"10810","Alyn and Deeside",1,"CH5 1",8,1
"10811","Alyn and Deeside",1,"CH5 1",76,6
"10812","Alyn and Deeside",1,"CH5 1",14,1
"10813","Alyn and Deeside",1,"CH5 1",44,4
"10814","Alyn and Deeside",1,"CH5 1",33,5
"10815","Alyn and Deeside",1,"CH5 1",24,3
"10816","Alyn and Deeside",1,"CH5 1",13,2
"10817","Alyn and Deeside",1,"CH5 1",43,5
"10818","Alyn and Deeside",1,"CH5 1",14,1
"10819","Alyn and Deeside",1,"CH5 1",43,2
"10820","Alyn and Deeside",1,"CH5 1",37,NA
"10821","Alyn and Deeside",1,"CH5 1",16,1
"10822","Alyn and Deeside",1,"CH5 1",9,NA
"10823","Alyn and Deeside",1,"CH5 1",23,NA
"10824","Alyn and Deeside",1,"CH5 1",1,NA
"10825","Alyn and Deeside",1,"CH5 1",30,3
"10826","Alyn and Deeside",1,"CH5 1",40,1
"10827","Alyn and Deeside",1,"CH5 1",10,1
"10828","Alyn and Deeside",1,"CH5 1",8,NA
"10829","Alyn and Deeside",1,"CH5 1",4,1
"10830","Alyn and Deeside",1,"CH5 1",12,NA
"10831","Alyn and Deeside",1,"CH5 1",15,NA
"10832","Alyn and Deeside",1,"CH5 1",14,NA
"10833","Alyn and Deeside",1,"CH5 1",7,NA
"10834","Alyn and Deeside",1,"CH5 1",25,NA
"10835","Alyn and Deeside",1,"CH5 1",16,NA
"10836","Alyn and Deeside",1,"CH5 1",4,NA
"10837","Alyn and Deeside",1,"CH5 1",43,4
"10838","Alyn and Deeside",1,"CH5 1",4,NA
"10839","Alyn and Deeside",1,"CH5 1",4,NA
"10840","Alyn and Deeside",1,"CH5 1",33,2
"10841","Alyn and Deeside",1,"CH5 1",24,1
"10842","Alyn and Deeside",1,"CH5 1",30,NA
"10843","Alyn and Deeside",1,"CH5 1",6,NA
"10844","Alyn and Deeside",1,"CH5 1",17,NA
"10845","Alyn and Deeside",1,"CH5 1",27,1
"10846","Alyn and Deeside",1,"CH5 1",2,NA
"10847","Alyn and Deeside",1,"CH5 1",4,NA
"10848","Alyn and Deeside",1,"CH5 1",22,1
"10849","Alyn and Deeside",1,"CH5 1",86,6
"10850","Alyn and Deeside",1,"CH5 1",58,1
"10851","Alyn and Deeside",1,"CH5 1",36,5
"10852","Alyn and Deeside",1,"CH5 1",32,2
"10853","Alyn and Deeside",1,"CH5 1",21,NA
"10854","Alyn and Deeside",1,"CH5 1",13,NA
"10855","Alyn and Deeside",1,"CH5 1",1,NA
"10856","Alyn and Deeside",1,"CH5 1",17,1
"10857","Alyn and Deeside",1,"CH5 1",19,1
"10858","Alyn and Deeside",1,"CH5 1",49,2
"10859","Alyn and Deeside",1,"CH5 1",32,2
"10860","Alyn and Deeside",1,"CH5 1",4,NA
"10861","Alyn and Deeside",1,"CH5 1",21,2
"10862","Alyn and Deeside",1,"CH5 1",38,3
"10863","Alyn and Deeside",1,"CH5 1",44,2
"10864","Alyn and Deeside",1,"CH5 1",28,1
"10865","Alyn and Deeside",1,"CH5 1",41,2
"10866","Alyn and Deeside",1,"CH5 1",41,NA
"10867","Alyn and Deeside",1,"CH5 1",10,NA
"10868","Alyn and Deeside",1,"CH5 1",43,2
"10869","Alyn and Deeside",1,"CH5 1",41,1
"10870","Alyn and Deeside",1,"CH5 1",38,2
"10871","Alyn and Deeside",1,"CH5 1",55,5
"10872","Alyn and Deeside",1,"CH5 1",10,1
"10873","Alyn and Deeside",1,"CH5 1",5,NA
"10874","Alyn and Deeside",1,"CH5 1",9,1
"10875","Alyn and Deeside",1,"CH5 1",1,NA
"10876","Alyn and Deeside",1,"CH5 1",63,3
"10877","Alyn and Deeside",1,"CH5 1",34,2
"10878","Alyn and Deeside",1,"CH5 1",3,NA
"10879","Alyn and Deeside",1,"CH5 1",67,5
"10880","Alyn and Deeside",1,"CH5 1",6,NA
"10881","Alyn and Deeside",1,"CH5 1",12,NA
"10882","Alyn and Deeside",1,"CH5 1",3,NA
"10883","Alyn and Deeside",1,"CH5 1",7,NA
"10884","Alyn and Deeside",1,"CH5 1",12,NA
"10885","Alyn and Deeside",1,"CH5 1",24,NA
"10886","Alyn and Deeside",1,"CH5 1",64,1
"10887","Alyn and Deeside",1,"CH5 1",43,2
"10888","Alyn and Deeside",1,"CH5 1",18,2
"10889","Alyn and Deeside",1,"CH5 1",4,NA
"10890","Alyn and Deeside",1,"CH5 1",17,NA
"10891","Alyn and Deeside",1,"CH5 1",78,4
"10892","Alyn and Deeside",1,"CH5 1",4,NA
"10893","Alyn and Deeside",1,"CH5 1",28,2
"10894","Alyn and Deeside",1,"CH5 1",11,NA
"10895","Alyn and Deeside",1,"CH5 1",31,3
"10896","Alyn and Deeside",1,"CH5 1",19,NA
"10897","Alyn and Deeside",1,"CH5 1",30,3
"10898","Alyn and Deeside",1,"CH5 1",38,2
"10899","Alyn and Deeside",1,"CH5 1",73,1
"10900","Alyn and Deeside",1,"CH5 1",40,3
"10901","Alyn and Deeside",1,"CH5 1",13,NA
"10902","Alyn and Deeside",1,"CH5 1",22,NA
"10903","Alyn and Deeside",1,"CH5 1",52,2
"10904","Alyn and Deeside",1,"CH5 1",8,1
"10905","Alyn and Deeside",1,"CH5 1",32,2
"10906","Alyn and Deeside",1,"CH5 1",11,NA
"10907","Alyn and Deeside",1,"CH5 1",44,1
"10908","Alyn and Deeside",1,"CH5 1",74,1
"10909","Alyn and Deeside",1,"CH5 1",58,9
"10910","Alyn and Deeside",1,"CH5 1",54,1
"10911","Alyn and Deeside",1,"CH5 1",43,2
"10912","Alyn and Deeside",1,"CH5 1",5,NA
"10913","Alyn and Deeside",1,"CH5 1",20,NA
"10914","Alyn and Deeside",1,"CH5 1",10,1
"10915","Alyn and Deeside",1,"CH5 1",40,4
"10916","Alyn and Deeside",1,"CH5 1",44,NA
"10917","Alyn and Deeside",1,"CH5 1",32,1
"10918","Alyn and Deeside",1,"CH5 1",23,1
"10919","Alyn and Deeside",1,"CH5 1",5,NA
"10920","Alyn and Deeside",1,"CH5 1",77,9
"10921","Alyn and Deeside",1,"CH5 1",51,8
"10922","Alyn and Deeside",1,"CH5 1",20,NA
"10923","Alyn and Deeside",1,"CH5 1",11,NA
"10924","Alyn and Deeside",1,"CH5 1",14,2
"10925","Alyn and Deeside",1,"CH5 2",21,1
"10926","Alyn and Deeside",1,"CH5 2",30,1
"10927","Alyn and Deeside",1,"CH5 2",49,NA
"10928","Alyn and Deeside",1,"CH5 2",61,4
"10929","Alyn and Deeside",1,"CH5 2",12,NA
"10930","Alyn and Deeside",1,"CH5 2",34,3
"10931","Alyn and Deeside",1,"CH5 2",49,3
"10932","Alyn and Deeside",1,"CH5 2",78,3
"10933","Alyn and Deeside",1,"CH5 2",6,NA
"10934","Alyn and Deeside",1,"CH5 2",46,6
"10935","Alyn and Deeside",1,"CH5 2",68,5
"10936","Alyn and Deeside",1,"CH5 2",8,NA
"10937","Alyn and Deeside",1,"CH5 2",46,7
"10938","Alyn and Deeside",1,"CH5 2",14,1
"10939","Alyn and Deeside",1,"CH5 2",75,NA
"10940","Alyn and Deeside",1,"CH5 2",34,NA
"10941","Alyn and Deeside",1,"CH5 2",50,1
"10942","Alyn and Deeside",1,"CH5 2",22,1
"10943","Alyn and Deeside",1,"CH5 2",28,2
"10944","Alyn and Deeside",1,"CH5 2",21,2
"10945","Alyn and Deeside",1,"CH5 2",20,2
"10946","Alyn and Deeside",1,"CH5 2",34,3
"10947","Alyn and Deeside",1,"CH5 2",10,NA
"10948","Alyn and Deeside",1,"CH5 2",24,NA
"10949","Alyn and Deeside",1,"CH5 2",34,5
"10950","Alyn and Deeside",1,"CH5 2",40,1
"10951","Alyn and Deeside",1,"CH5 2",30,5
"10952","Alyn and Deeside",1,"CH5 2",24,3
"10953","Alyn and Deeside",1,"CH5 2",7,NA
"10954","Alyn and Deeside",1,"CH5 2",44,4
"10955","Alyn and Deeside",1,"CH5 2",109,11
"10956","Alyn and Deeside",1,"CH5 2",27,NA
"10957","Alyn and Deeside",1,"CH5 2",4,NA
"10958","Alyn and Deeside",1,"CH5 2",19,NA
"10959","Alyn and Deeside",1,"CH5 2",47,NA
"10960","Alyn and Deeside",1,"CH5 2",16,1
"10961","Alyn and Deeside",1,"CH5 2",18,1
"10962","Alyn and Deeside",1,"CH5 2",9,NA
"10963","Alyn and Deeside",1,"CH5 2",15,NA
"10964","Alyn and Deeside",1,"CH5 2",5,NA
"10965","Alyn and Deeside",1,"CH5 2",5,NA
"10966","Alyn and Deeside",1,"CH5 2",34,1
"10967","Alyn and Deeside",1,"CH5 2",8,NA
"10968","Alyn and Deeside",1,"CH5 2",2,NA
"10969","Alyn and Deeside",1,"CH5 2",47,NA
"10970","Alyn and Deeside",1,"CH5 2",9,NA
"10971","Alyn and Deeside",1,"CH5 2",6,NA
"10972","Alyn and Deeside",1,"CH5 2",1,NA
"10973","Alyn and Deeside",1,"CH5 2",4,NA
"10974","Alyn and Deeside",1,"CH5 2",3,NA
"10975","Alyn and Deeside",1,"CH5 2",15,1
"10976","Alyn and Deeside",1,"CH5 2",26,5
"10977","Alyn and Deeside",1,"CH5 2",34,NA
"10978","Alyn and Deeside",1,"CH5 2",7,1
"10979","Alyn and Deeside",1,"CH5 2",71,2
"10980","Alyn and Deeside",1,"CH5 2",46,2
"10981","Alyn and Deeside",1,"CH5 2",79,5
"10982","Alyn and Deeside",1,"CH5 2",64,8
"10983","Alyn and Deeside",1,"CH5 2",40,NA
"10984","Alyn and Deeside",1,"CH5 2",36,4
"10985","Alyn and Deeside",1,"CH5 2",61,5
"10986","Alyn and Deeside",1,"CH5 2",10,NA
"10987","Alyn and Deeside",1,"CH5 2",15,2
"10988","Alyn and Deeside",1,"CH5 2",32,NA
"10989","Alyn and Deeside",1,"CH5 2",21,NA
"10990","Alyn and Deeside",1,"CH5 2",15,NA
"10991","Alyn and Deeside",1,"CH5 2",21,NA
"10992","Alyn and Deeside",1,"CH5 2",32,2
"10993","Alyn and Deeside",1,"CH5 2",53,5
"10994","Alyn and Deeside",1,"CH5 2",14,2
"10995","Alyn and Deeside",1,"CH5 2",21,3
"10996","Alyn and Deeside",1,"CH5 2",12,NA
"10997","Alyn and Deeside",1,"CH5 2",19,1
"10998","Alyn and Deeside",1,"CH5 2",51,5
"10999","Alyn and Deeside",1,"CH5 2",55,5
"11000","Alyn and Deeside",1,"CH5 2",59,1
"11001","Alyn and Deeside",1,"CH5 2",26,3
"11002","Alyn and Deeside",1,"CH5 2",32,4
"11003","Alyn and Deeside",1,"CH5 2",21,NA
"11004","Alyn and Deeside",1,"CH5 2",45,3
"11005","Alyn and Deeside",1,"CH5 2",31,2
"11006","Alyn and Deeside",1,"CH5 2",29,1
"11007","Alyn and Deeside",1,"CH5 2",62,4
"11008","Alyn and Deeside",1,"CH5 2",30,1
"11009","Alyn and Deeside",1,"CH5 2",31,4
"11010","Alyn and Deeside",1,"CH5 2",45,3
"11011","Alyn and Deeside",1,"CH5 2",32,4
"11012","Alyn and Deeside",1,"CH5 2",4,NA
"11013","Alyn and Deeside",1,"CH5 2",3,NA
"11014","Alyn and Deeside",1,"CH5 2",38,1
"11015","Alyn and Deeside",1,"CH5 2",24,1
"11016","Alyn and Deeside",1,"CH5 2",23,NA
"11017","Alyn and Deeside",1,"CH5 2",22,2
"11018","Alyn and Deeside",1,"CH5 2",40,1
"11019","Alyn and Deeside",1,"CH5 2",22,NA
"11020","Alyn and Deeside",1,"CH5 2",74,3
"11021","Alyn and Deeside",1,"CH5 2",17,NA
"11022","Alyn and Deeside",1,"CH5 2",19,1
"11023","Alyn and Deeside",1,"CH5 2",23,1
"11024","Alyn and Deeside",1,"CH5 2",4,NA
"11025","Alyn and Deeside",1,"CH5 2",36,2
"11026","Alyn and Deeside",1,"CH5 2",4,NA
"11027","Alyn and Deeside",1,"CH5 2",5,NA
"11028","Alyn and Deeside",1,"CH5 2",12,NA
"11029","Alyn and Deeside",1,"CH5 2",37,NA
"11030","Alyn and Deeside",1,"CH5 2",5,NA
"11031","Alyn and Deeside",1,"CH5 2",36,1
"11032","Alyn and Deeside",1,"CH5 2",36,NA
"11033","Alyn and Deeside",1,"CH5 2",2,NA
"11034","Alyn and Deeside",1,"CH5 2",28,NA
"11035","Alyn and Deeside",1,"CH5 2",76,6
"11036","Alyn and Deeside",1,"CH5 2",46,4
"11037","Alyn and Deeside",1,"CH5 2",72,NA
"11038","Alyn and Deeside",1,"CH5 2",34,NA
"11039","Alyn and Deeside",1,"CH5 2",12,NA
"11040","Alyn and Deeside",1,"CH5 2",51,1
"11041","Alyn and Deeside",1,"CH5 2",36,1
"11042","Alyn and Deeside",1,"CH5 2",29,4
"11043","Alyn and Deeside",1,"CH5 2",52,3
"11044","Alyn and Deeside",1,"CH5 2",19,NA
"11045","Alyn and Deeside",1,"CH5 2",39,2
"11046","Alyn and Deeside",1,"CH5 2",19,NA
"11047","Alyn and Deeside",1,"CH5 2",24,2
"11048","Alyn and Deeside",1,"CH5 2",38,5
"11049","Alyn and Deeside",1,"CH5 2",82,1
"11050","Alyn and Deeside",1,"CH5 2",2,NA
"11051","Alyn and Deeside",1,"CH5 2",28,NA
"11052","Alyn and Deeside",1,"CH5 2",1,NA
"11053","Alyn and Deeside",1,"CH5 2",35,3
"11054","Alyn and Deeside",1,"CH5 2",18,NA
"11055","Alyn and Deeside",1,"CH5 2",4,NA
"11056","Alyn and Deeside",1,"CH5 2",16,NA
"11057","Alyn and Deeside",1,"CH5 2",1,NA
"11058","Alyn and Deeside",1,"CH5 2",55,3
"11059","Alyn and Deeside",1,"CH5 2",5,NA
"11060","Alyn and Deeside",1,"CH5 2",21,2
"11061","Alyn and Deeside",1,"CH5 2",3,NA
"11062","Alyn and Deeside",1,"CH5 2",1,NA
"11063","Alyn and Deeside",1,"CH5 2",15,NA
"11064","Alyn and Deeside",1,"CH5 2",10,NA
