"","Constituency","register","ps","n_nomiss","n_young_withmiss"
"571","Aberdeen South",1,"AB11 6",23,NA
"572","Aberdeen South",1,"AB11 6",1,NA
"573","Aberdeen South",1,"AB11 6",9,NA
"574","Aberdeen South",1,"AB11 6",29,NA
"575","Aberdeen South",1,"AB11 6",27,NA
"576","Aberdeen South",1,"AB11 6",31,1
"577","Aberdeen South",1,"AB11 6",37,NA
"578","Aberdeen South",1,"AB11 6",46,1
"579","Aberdeen South",1,"AB11 6",31,1
"580","Aberdeen South",1,"AB11 6",9,NA
"581","Aberdeen South",1,"AB11 6",19,NA
"582","Aberdeen South",1,"AB11 6",13,NA
"583","Aberdeen South",1,"AB11 6",17,NA
"584","Aberdeen South",1,"AB11 6",12,NA
"585","Aberdeen South",1,"AB11 6",21,1
"586","Aberdeen South",1,"AB11 6",29,NA
"587","Aberdeen South",1,"AB11 6",7,NA
"588","Aberdeen South",1,"AB11 6",23,NA
"589","Aberdeen South",1,"AB11 6",15,2
"590","Aberdeen South",1,"AB11 6",17,NA
"591","Aberdeen South",1,"AB11 6",8,NA
"592","Aberdeen South",1,"AB11 6",1,NA
"593","Aberdeen South",1,"AB11 6",4,NA
"594","Aberdeen South",1,"AB11 6",16,NA
"595","Aberdeen South",1,"AB11 6",4,NA
"596","Aberdeen South",1,"AB11 6",14,NA
"597","Aberdeen South",1,"AB11 6",17,NA
"598","Aberdeen South",1,"AB11 6",26,NA
"599","Aberdeen South",1,"AB11 6",26,NA
"600","Aberdeen South",1,"AB11 6",18,1
"601","Aberdeen South",1,"AB11 6",6,NA
"602","Aberdeen South",1,"AB11 6",48,1
"603","Aberdeen South",1,"AB11 6",23,NA
"604","Aberdeen South",1,"AB11 6",5,NA
"605","Aberdeen South",1,"AB11 6",37,NA
"606","Aberdeen South",1,"AB11 6",14,NA
"607","Aberdeen South",1,"AB11 6",19,1
"608","Aberdeen South",1,"AB11 6",26,2
"609","Aberdeen South",1,"AB11 6",39,NA
"610","Aberdeen South",1,"AB11 6",57,1
"611","Aberdeen South",1,"AB11 6",48,1
"612","Aberdeen South",1,"AB11 6",21,NA
"613","Aberdeen South",1,"AB11 6",27,3
"614","Aberdeen South",1,"AB11 6",65,NA
"615","Aberdeen South",1,"AB11 6",3,NA
"616","Aberdeen South",1,"AB11 6",29,NA
"617","Aberdeen South",1,"AB11 6",39,4
"618","Aberdeen South",1,"AB11 6",47,3
"619","Aberdeen South",1,"AB11 6",18,NA
"620","Aberdeen South",1,"AB11 6",13,NA
"621","Aberdeen South",1,"AB11 6",21,NA
"622","Aberdeen South",1,"AB11 6",31,NA
"623","Aberdeen South",1,"AB11 6",15,NA
"624","Aberdeen South",1,"AB11 6",38,4
"625","Aberdeen South",1,"AB11 6",43,1
"626","Aberdeen South",1,"AB11 6",21,NA
"627","Aberdeen South",1,"AB11 6",32,3
"628","Aberdeen South",1,"AB11 6",42,1
"629","Aberdeen South",1,"AB11 6",48,1
"630","Aberdeen South",1,"AB11 6",1,NA
"631","Aberdeen South",1,"AB11 6",6,NA
"632","Aberdeen South",1,"AB11 6",11,NA
"633","Aberdeen South",1,"AB11 6",9,1
"634","Aberdeen South",1,"AB11 6",68,2
"635","Aberdeen South",1,"AB11 6",73,2
"636","Aberdeen South",1,"AB11 6",19,2
"637","Aberdeen South",1,"AB11 6",61,NA
"638","Aberdeen South",1,"AB11 6",84,15
"639","Aberdeen South",1,"AB11 6",3,NA
"640","Aberdeen South",1,"AB11 6",35,2
"641","Aberdeen South",1,"AB11 6",39,1
"642","Aberdeen South",1,"AB11 6",35,NA
"643","Aberdeen South",1,"AB11 6",13,NA
"644","Aberdeen South",1,"AB11 6",40,2
"645","Aberdeen South",1,"AB11 6",46,4
"646","Aberdeen South",1,"AB11 6",9,NA
"647","Aberdeen South",1,"AB11 6",14,1
"648","Aberdeen South",1,"AB11 6",21,NA
"649","Aberdeen South",1,"AB11 6",9,NA
"650","Aberdeen South",1,"AB11 6",36,5
"651","Aberdeen South",1,"AB11 6",23,NA
"652","Aberdeen South",1,"AB11 6",11,3
"653","Aberdeen South",1,"AB11 6",35,NA
"654","Aberdeen South",1,"AB11 6",62,NA
"655","Aberdeen South",1,"AB11 6",20,1
"656","Aberdeen South",1,"AB11 6",41,NA
"657","Aberdeen South",1,"AB11 6",21,NA
"658","Aberdeen South",1,"AB11 6",31,NA
"659","Aberdeen South",1,"AB11 6",18,NA
"660","Aberdeen South",1,"AB11 6",17,NA
"661","Aberdeen South",1,"AB11 6",2,NA
"662","Aberdeen South",1,"AB11 6",59,4
"663","Aberdeen South",1,"AB11 6",62,2
"664","Aberdeen South",1,"AB11 6",16,NA
"665","Aberdeen South",1,"AB11 6",11,NA
"666","Aberdeen South",1,"AB11 6",35,NA
"667","Aberdeen South",1,"AB11 6",10,NA
"668","Aberdeen South",1,"AB11 6",21,NA
"669","Aberdeen South",1,"AB11 6",10,NA
"670","Aberdeen South",1,"AB11 6",30,NA
"671","Aberdeen South",1,"AB11 6",29,NA
"672","Aberdeen South",1,"AB11 6",60,NA
"673","Aberdeen South",1,"AB11 6",43,NA
"674","Aberdeen South",1,"AB11 6",43,NA
"675","Aberdeen South",1,"AB11 6",30,NA
"676","Aberdeen South",1,"AB11 6",49,2
"677","Aberdeen South",1,"AB11 6",34,NA
"678","Aberdeen South",1,"AB11 6",13,NA
"679","Aberdeen South",1,"AB11 6",18,NA
"680","Aberdeen South",1,"AB11 6",15,NA
"681","Aberdeen South",1,"AB11 6",54,3
"682","Aberdeen South",1,"AB11 6",18,1
"683","Aberdeen South",0,"AB11 7",8,NA
"684","Aberdeen South",0,"AB11 7",68,NA
"685","Aberdeen South",0,"AB11 7",70,NA
"686","Aberdeen South",0,"AB11 7",21,NA
"687","Aberdeen South",0,"AB11 7",10,1
"688","Aberdeen South",0,"AB11 7",54,1
"689","Aberdeen South",0,"AB11 7",18,4
"690","Aberdeen South",0,"AB11 7",40,NA
"691","Aberdeen South",0,"AB11 7",19,4
"692","Aberdeen South",0,"AB11 7",18,2
"693","Aberdeen South",0,"AB11 7",62,4
"694","Aberdeen South",0,"AB11 7",36,2
"695","Aberdeen South",0,"AB11 7",15,NA
"696","Aberdeen South",0,"AB11 7",85,9
"697","Aberdeen South",0,"AB11 7",19,1
"698","Aberdeen South",0,"AB11 7",9,NA
"699","Aberdeen South",0,"AB11 7",30,1
"700","Aberdeen South",0,"AB11 7",7,1
"701","Aberdeen South",0,"AB11 7",23,NA
"702","Aberdeen South",0,"AB11 7",21,NA
"703","Aberdeen South",0,"AB11 7",18,NA
"704","Aberdeen South",0,"AB11 7",17,1
"705","Aberdeen South",0,"AB11 7",41,1
"706","Aberdeen South",0,"AB11 7",47,4
"707","Aberdeen South",0,"AB11 7",81,4
"708","Aberdeen South",0,"AB11 7",40,NA
"709","Aberdeen South",0,"AB11 7",46,1
"710","Aberdeen South",0,"AB11 7",47,2
"711","Aberdeen South",0,"AB11 7",36,2
"712","Aberdeen South",0,"AB11 7",96,9
"713","Aberdeen South",0,"AB11 7",28,3
"714","Aberdeen South",0,"AB11 7",26,1
"715","Aberdeen South",0,"AB11 7",30,3
"716","Aberdeen South",0,"AB11 7",53,3
"717","Aberdeen South",0,"AB11 7",33,1
"718","Aberdeen South",0,"AB11 7",24,2
"719","Aberdeen South",0,"AB11 7",105,9
"720","Aberdeen South",0,"AB11 7",41,6
"721","Aberdeen South",0,"AB11 7",44,4
"722","Aberdeen South",0,"AB11 7",21,2
"723","Aberdeen South",0,"AB11 7",88,13
"724","Aberdeen South",0,"AB11 7",11,2
"725","Aberdeen South",0,"AB11 7",50,5
"726","Aberdeen South",0,"AB11 7",28,4
"727","Aberdeen South",0,"AB11 7",12,NA
"728","Aberdeen South",0,"AB11 7",7,1
"729","Aberdeen South",0,"AB11 7",24,2
"730","Aberdeen South",0,"AB11 7",48,2
"731","Aberdeen South",0,"AB11 7",88,NA
"732","Aberdeen South",0,"AB11 7",20,NA
"733","Aberdeen South",0,"AB11 7",23,3
"734","Aberdeen South",0,"AB11 7",18,1
"735","Aberdeen South",0,"AB11 7",52,3
"736","Aberdeen South",0,"AB11 7",13,NA
"737","Aberdeen South",0,"AB11 7",21,2
"738","Aberdeen South",0,"AB11 8",42,NA
"739","Aberdeen South",0,"AB11 8",74,1
"740","Aberdeen South",0,"AB11 8",20,NA
"741","Aberdeen South",0,"AB11 8",18,NA
"742","Aberdeen South",0,"AB11 8",25,NA
"743","Aberdeen South",0,"AB11 8",19,NA
"744","Aberdeen South",0,"AB11 8",17,NA
"745","Aberdeen South",0,"AB11 8",30,1
"746","Aberdeen South",0,"AB11 8",23,NA
"747","Aberdeen South",0,"AB11 8",21,NA
"748","Aberdeen South",0,"AB11 8",14,NA
"749","Aberdeen South",0,"AB11 8",31,NA
"750","Aberdeen South",0,"AB11 8",13,NA
"751","Aberdeen South",0,"AB11 8",43,3
"752","Aberdeen South",0,"AB11 8",19,1
"753","Aberdeen South",0,"AB11 8",13,NA
"754","Aberdeen South",0,"AB11 8",14,1
"755","Aberdeen South",0,"AB11 8",7,NA
"756","Aberdeen South",0,"AB11 8",15,2
"757","Aberdeen South",0,"AB11 8",38,1
"758","Aberdeen South",0,"AB11 8",36,2
"759","Aberdeen South",0,"AB11 8",24,NA
"760","Aberdeen South",0,"AB11 8",14,NA
"761","Aberdeen South",0,"AB11 8",21,NA
"762","Aberdeen South",0,"AB11 8",21,NA
"763","Aberdeen South",0,"AB11 8",32,2
"764","Aberdeen South",0,"AB11 8",24,NA
"765","Aberdeen South",0,"AB11 8",60,6
"766","Aberdeen South",0,"AB11 8",3,2
"767","Aberdeen South",0,"AB11 8",29,5
"768","Aberdeen South",0,"AB11 8",24,2
"769","Aberdeen South",0,"AB11 8",53,7
"770","Aberdeen South",0,"AB11 8",15,NA
"771","Aberdeen South",0,"AB11 8",58,1
"772","Aberdeen South",0,"AB11 8",38,3
"773","Aberdeen South",0,"AB11 8",5,NA
"774","Aberdeen South",0,"AB11 8",48,3
"775","Aberdeen South",0,"AB11 8",35,1
"776","Aberdeen South",0,"AB11 8",28,5
"777","Aberdeen South",0,"AB11 8",52,10
"778","Aberdeen South",0,"AB11 8",33,3
"779","Aberdeen South",0,"AB11 8",32,2
"780","Aberdeen South",0,"AB11 8",27,3
"781","Aberdeen South",0,"AB11 8",1,NA
"782","Aberdeen South",0,"AB11 8",98,10
"783","Aberdeen South",0,"AB11 8",16,2
"784","Aberdeen South",0,"AB11 8",8,2
"785","Aberdeen South",0,"AB11 8",12,2
"786","Aberdeen South",0,"AB11 8",61,10
"787","Aberdeen South",0,"AB11 8",14,NA
"788","Aberdeen South",0,"AB11 8",53,7
"789","Aberdeen South",0,"AB11 8",6,NA
"790","Aberdeen South",0,"AB11 8",50,5
"791","Aberdeen South",0,"AB11 8",2,NA
"792","Aberdeen South",0,"AB11 8",41,5
"793","Aberdeen South",0,"AB11 8",41,1
"794","Aberdeen South",0,"AB11 8",74,11
"795","Aberdeen South",0,"AB11 8",69,9
"796","Aberdeen South",0,"AB11 8",11,NA
"797","Aberdeen South",0,"AB11 8",20,NA
"798","Aberdeen South",0,"AB11 8",50,6
"799","Aberdeen South",0,"AB11 8",25,2
"800","Aberdeen South",0,"AB11 8",47,4
"801","Aberdeen South",0,"AB11 8",12,2
"802","Aberdeen South",0,"AB11 8",45,4
"803","Aberdeen South",0,"AB11 8",41,3
"804","Aberdeen South",0,"AB11 8",31,7
"805","Aberdeen South",0,"AB11 8",48,6
"806","Aberdeen South",0,"AB11 8",45,6
"807","Aberdeen South",0,"AB11 8",42,2
"808","Aberdeen South",0,"AB11 8",6,1
"809","Aberdeen South",0,"AB11 8",9,1
"810","Aberdeen South",0,"AB11 8",31,1
"811","Aberdeen South",0,"AB11 8",20,2
"812","Aberdeen South",0,"AB11 8",37,4
"813","Aberdeen South",0,"AB11 8",15,1
"814","Aberdeen South",0,"AB11 8",25,3
"815","Aberdeen South",0,"AB11 8",36,2
"816","Aberdeen South",0,"AB11 8",30,NA
"817","Aberdeen South",0,"AB11 8",39,2
"818","Aberdeen South",0,"AB11 8",43,NA
"819","Aberdeen South",0,"AB11 8",26,NA
"820","Aberdeen South",0,"AB11 8",51,2
"821","Aberdeen South",0,"AB11 8",12,NA
"822","Aberdeen South",0,"AB11 8",11,1
"823","Aberdeen South",0,"AB11 8",22,NA
"824","Aberdeen South",0,"AB11 8",1,NA
"825","Aberdeen South",0,"AB11 8",28,4
"826","Aberdeen South",0,"AB11 8",1,NA
"827","Aberdeen South",0,"AB11 8",16,2
"828","Aberdeen South",0,"AB11 8",33,5
"829","Aberdeen South",0,"AB11 8",24,2
"830","Aberdeen South",0,"AB11 8",45,2
"831","Aberdeen South",0,"AB11 8",4,NA
"832","Aberdeen South",0,"AB11 8",7,NA
"833","Aberdeen South",0,"AB11 8",12,2
"834","Aberdeen South",0,"AB11 8",28,NA
"835","Aberdeen South",0,"AB11 8",19,NA
"836","Aberdeen South",0,"AB11 8",42,4
"837","Aberdeen South",0,"AB11 8",43,6
"838","Aberdeen South",0,"AB11 8",27,7
"839","Aberdeen South",0,"AB11 8",8,1
"840","Aberdeen South",0,"AB11 8",19,4
"841","Aberdeen South",0,"AB11 8",22,4
"842","Aberdeen South",0,"AB11 8",14,NA
"843","Aberdeen South",0,"AB11 8",32,5
"844","Aberdeen South",0,"AB11 8",50,9
"845","Aberdeen South",0,"AB11 8",7,2
"846","Aberdeen South",0,"AB11 8",29,NA
"847","Aberdeen South",0,"AB11 8",25,2
"848","Aberdeen South",0,"AB11 8",10,NA
"849","Aberdeen South",0,"AB11 8",39,4
"850","Aberdeen South",0,"AB11 8",31,1
"851","Aberdeen South",0,"AB11 8",10,1
"852","Aberdeen South",0,"AB11 8",7,NA
"853","Aberdeen South",0,"AB11 8",7,1
"854","Aberdeen South",0,"AB11 8",16,2
"855","Aberdeen South",0,"AB11 8",39,7
"856","Aberdeen South",0,"AB11 8",23,3
"857","Aberdeen South",0,"AB11 8",84,6
"858","Aberdeen South",0,"AB11 8",41,8
"859","Aberdeen South",0,"AB11 8",56,13
"860","Aberdeen South",0,"AB11 8",43,3
"861","Aberdeen South",0,"AB11 8",9,1
"862","Aberdeen South",0,"AB11 8",16,NA
"863","Aberdeen South",0,"AB11 8",30,2
"864","Aberdeen South",0,"AB11 8",19,NA
"865","Aberdeen South",0,"AB11 8",33,5
"866","Aberdeen South",0,"AB11 8",34,6
"867","Aberdeen South",0,"AB11 8",19,4
"868","Aberdeen South",0,"AB11 8",18,2
"869","Aberdeen South",0,"AB11 8",12,NA
"870","Aberdeen South",0,"AB11 8",38,3
"871","Aberdeen South",0,"AB11 8",60,7
"872","Aberdeen South",0,"AB11 8",22,NA
"873","Aberdeen South",0,"AB11 8",33,NA
"874","Aberdeen South",0,"AB11 8",61,1
"875","Aberdeen South",0,"AB11 8",44,NA
"876","Aberdeen South",0,"AB11 8",15,NA
"877","Aberdeen South",0,"AB11 9",7,NA
"878","Aberdeen South",0,"AB11 9",6,NA
"879","Aberdeen South",0,"AB11 9",14,NA
"880","Aberdeen South",0,"AB11 9",19,NA
"881","Aberdeen South",0,"AB11 9",10,NA
"882","Aberdeen South",0,"AB11 9",22,NA
"883","Aberdeen South",0,"AB11 9",13,NA
"884","Aberdeen South",0,"AB11 9",10,NA
"885","Aberdeen South",0,"AB11 9",26,NA
"886","Aberdeen South",0,"AB11 9",15,NA
"887","Aberdeen South",0,"AB11 9",17,NA
"888","Aberdeen South",0,"AB11 9",13,NA
"889","Aberdeen South",0,"AB11 9",12,1
"890","Aberdeen South",0,"AB11 9",21,NA
"891","Aberdeen South",0,"AB11 9",12,NA
"892","Aberdeen South",0,"AB11 9",19,NA
"893","Aberdeen South",0,"AB11 9",25,NA
"894","Aberdeen South",0,"AB11 9",16,NA
"895","Aberdeen South",0,"AB11 9",9,NA
"896","Aberdeen South",0,"AB11 9",21,2
"897","Aberdeen South",0,"AB11 9",24,1
"898","Aberdeen South",0,"AB11 9",25,NA
"899","Aberdeen South",0,"AB11 9",20,NA
"900","Aberdeen South",0,"AB11 9",31,2
"901","Aberdeen South",0,"AB11 9",32,NA
"902","Aberdeen South",0,"AB11 9",44,1
"903","Aberdeen South",0,"AB11 9",36,2
"904","Aberdeen South",0,"AB11 9",31,2
"905","Aberdeen South",0,"AB11 9",3,NA
"906","Aberdeen South",0,"AB11 9",6,NA
"907","Aberdeen South",0,"AB11 9",15,NA
"908","Aberdeen South",0,"AB11 9",8,2
"909","Aberdeen South",0,"AB11 9",35,2
"910","Aberdeen South",0,"AB11 9",54,3
"911","Aberdeen South",0,"AB11 9",48,1
"912","Aberdeen South",0,"AB11 9",21,NA
"913","Aberdeen South",0,"AB11 9",31,6
"914","Aberdeen South",0,"AB11 9",78,3
"915","Aberdeen South",0,"AB11 9",31,3
"916","Aberdeen South",0,"AB11 9",18,NA
"917","Aberdeen South",0,"AB11 9",12,1
"918","Aberdeen South",0,"AB11 9",22,1
"919","Aberdeen South",0,"AB11 9",1,NA
"920","Aberdeen South",0,"AB11 9",21,NA
"921","Aberdeen South",0,"AB11 9",25,NA
"922","Aberdeen South",0,"AB11 9",17,NA
"923","Aberdeen South",0,"AB11 9",8,1
"924","Aberdeen South",0,"AB11 9",29,NA
"925","Aberdeen South",0,"AB11 9",47,NA
"926","Aberdeen South",0,"AB11 9",50,2
"927","Aberdeen South",0,"AB11 9",31,NA
"928","Aberdeen South",0,"AB11 9",24,1
"929","Aberdeen South",0,"AB11 9",21,NA
"930","Aberdeen South",0,"AB11 9",36,1
"931","Aberdeen South",0,"AB11 9",24,NA
"932","Aberdeen South",0,"AB11 9",10,1
"933","Aberdeen South",0,"AB11 9",24,NA
"934","Aberdeen South",0,"AB11 9",3,NA
"935","Aberdeen South",0,"AB11 9",26,1
"936","Aberdeen South",0,"AB11 9",31,NA
"937","Aberdeen South",0,"AB11 9",1,NA
"938","Aberdeen South",0,"AB11 9",12,1
"939","Aberdeen South",0,"AB11 9",47,2
"940","Aberdeen South",0,"AB11 9",35,2
"941","Aberdeen South",0,"AB11 9",6,NA
"942","Aberdeen South",0,"AB11 9",3,NA
"943","Aberdeen South",0,"AB11 9",1,NA
"944","Aberdeen South",0,"AB11 9",21,1
"945","Aberdeen South",0,"AB11 9",62,6
"946","Aberdeen South",0,"AB11 9",63,1
"947","Aberdeen South",0,"AB11 9",14,NA
"948","Aberdeen South",0,"AB11 9",25,NA
"949","Aberdeen South",0,"AB11 9",31,1
"950","Aberdeen South",0,"AB11 9",15,1
"951","Aberdeen South",0,"AB11 9",11,NA
"952","Aberdeen South",0,"AB11 9",18,NA
"953","Aberdeen South",0,"AB11 9",1,NA
"954","Aberdeen South",0,"AB11 9",11,NA
"955","Aberdeen South",1,"AB12 3",19,NA
"956","Aberdeen South",1,"AB12 3",3,1
"957","Aberdeen South",1,"AB12 3",23,NA
"958","Aberdeen South",1,"AB12 3",1,NA
"959","Aberdeen South",1,"AB12 3",9,NA
"960","Aberdeen South",1,"AB12 3",25,NA
"961","Aberdeen South",1,"AB12 3",88,4
"962","Aberdeen South",1,"AB12 3",7,1
"963","Aberdeen South",1,"AB12 3",30,6
"964","Aberdeen South",1,"AB12 3",85,8
"965","Aberdeen South",1,"AB12 3",67,17
"966","Aberdeen South",1,"AB12 3",25,2
"967","Aberdeen South",1,"AB12 3",36,2
"968","Aberdeen South",1,"AB12 3",37,6
"969","Aberdeen South",1,"AB12 3",3,NA
"970","Aberdeen South",1,"AB12 3",2,NA
"971","Aberdeen South",1,"AB12 3",10,2
"972","Aberdeen South",1,"AB12 3",16,3
"973","Aberdeen South",1,"AB12 3",46,1
"974","Aberdeen South",1,"AB12 3",76,9
"975","Aberdeen South",1,"AB12 3",41,5
"976","Aberdeen South",1,"AB12 3",9,NA
"977","Aberdeen South",1,"AB12 3",40,4
"978","Aberdeen South",1,"AB12 3",23,1
"979","Aberdeen South",1,"AB12 3",20,3
"980","Aberdeen South",1,"AB12 3",108,17
"981","Aberdeen South",1,"AB12 3",65,3
"982","Aberdeen South",1,"AB12 3",88,5
"983","Aberdeen South",1,"AB12 3",38,8
"984","Aberdeen South",1,"AB12 3",88,14
"985","Aberdeen South",1,"AB12 3",9,NA
"986","Aberdeen South",1,"AB12 3",92,13
"987","Aberdeen South",1,"AB12 3",50,8
"988","Aberdeen South",1,"AB12 3",2,NA
"989","Aberdeen South",1,"AB12 3",28,NA
"990","Aberdeen South",1,"AB12 3",28,NA
"991","Aberdeen South",1,"AB12 3",28,4
"992","Aberdeen South",1,"AB12 3",12,1
"993","Aberdeen South",1,"AB12 3",39,2
"994","Aberdeen South",1,"AB12 3",6,NA
"995","Aberdeen South",1,"AB12 3",26,6
"996","Aberdeen South",1,"AB12 3",9,1
"997","Aberdeen South",1,"AB12 3",7,NA
"998","Aberdeen South",1,"AB12 3",4,1
"999","Aberdeen South",1,"AB12 3",7,1
"1000","Aberdeen South",1,"AB12 3",5,2
"1001","Aberdeen South",1,"AB12 3",6,NA
"1002","Aberdeen South",1,"AB12 3",95,15
"1003","Aberdeen South",1,"AB12 3",111,8
"1004","Aberdeen South",1,"AB12 3",64,5
"1005","Aberdeen South",1,"AB12 3",26,1
"1006","Aberdeen South",1,"AB12 3",63,4
"1007","Aberdeen South",1,"AB12 3",73,12
"1008","Aberdeen South",1,"AB12 3",136,5
"1009","Aberdeen South",1,"AB12 3",13,NA
"1010","Aberdeen South",1,"AB12 3",83,1
"1011","Aberdeen South",1,"AB12 3",8,2
"1012","Aberdeen South",1,"AB12 3",13,NA
"1013","Aberdeen South",1,"AB12 3",63,2
"1014","Aberdeen South",1,"AB12 3",28,3
"1015","Aberdeen South",1,"AB12 3",50,5
"1016","Aberdeen South",1,"AB12 3",20,1
"1017","Aberdeen South",1,"AB12 3",7,NA
"1018","Aberdeen South",1,"AB12 3",38,3
"1019","Aberdeen South",1,"AB12 3",2,NA
"1020","Aberdeen South",1,"AB12 3",22,4
"1021","Aberdeen South",1,"AB12 3",89,15
"1022","Aberdeen South",1,"AB12 3",9,1
"1023","Aberdeen South",1,"AB12 3",10,2
"1024","Aberdeen South",1,"AB12 3",32,NA
"1025","Aberdeen South",1,"AB12 3",58,3
"1026","Aberdeen South",1,"AB12 3",5,NA
"1027","Aberdeen South",1,"AB12 3",117,12
"1028","Aberdeen South",1,"AB12 3",1,NA
"1029","Aberdeen South",1,"AB12 3",2,NA
"1030","Aberdeen South",1,"AB12 3",1,NA
"1031","Aberdeen South",1,"AB12 3",1,NA
"1032","Aberdeen South",1,"AB12 3",7,2
"1033","Aberdeen South",1,"AB12 3",30,2
"1034","Aberdeen South",1,"AB12 3",39,4
"1035","Aberdeen South",1,"AB12 3",8,NA
"1036","Aberdeen South",1,"AB12 3",9,1
"1037","Aberdeen South",1,"AB12 3",4,1
"1038","Aberdeen South",1,"AB12 3",3,NA
"1039","Aberdeen South",1,"AB12 3",12,NA
"1040","Aberdeen South",1,"AB12 3",25,2
"1041","Aberdeen South",1,"AB12 3",31,1
"1042","Aberdeen South",1,"AB12 3",26,3
"1043","Aberdeen South",1,"AB12 3",5,NA
"1044","Aberdeen South",1,"AB12 3",15,2
"1045","Aberdeen South",1,"AB12 3",98,11
"1046","Aberdeen South",1,"AB12 3",57,3
"1047","Aberdeen South",1,"AB12 3",19,NA
"1048","Aberdeen South",1,"AB12 3",8,NA
"1049","Aberdeen South",1,"AB12 3",9,NA
"1050","Aberdeen South",1,"AB12 3",14,NA
"1051","Aberdeen South",1,"AB12 3",7,1
"1052","Aberdeen South",1,"AB12 3",5,2
"1053","Aberdeen South",1,"AB12 3",32,NA
"1054","Aberdeen South",1,"AB12 3",17,2
"1055","Aberdeen South",1,"AB12 3",5,1
"1056","Aberdeen South",1,"AB12 3",61,5
"1057","Aberdeen South",1,"AB12 3",41,1
"1058","Aberdeen South",1,"AB12 3",16,3
"1059","Aberdeen South",1,"AB12 3",25,3
"1060","Aberdeen South",1,"AB12 3",58,9
"1061","Aberdeen South",1,"AB12 3",17,NA
"1062","Aberdeen South",1,"AB12 3",32,1
"1063","Aberdeen South",1,"AB12 3",11,NA
"1064","Aberdeen South",1,"AB12 3",23,3
"1065","Aberdeen South",1,"AB12 3",17,4
"1066","Aberdeen South",1,"AB12 3",45,4
"1067","Aberdeen South",1,"AB12 3",33,1
"1068","Aberdeen South",1,"AB12 3",30,NA
"1069","Aberdeen South",1,"AB12 3",7,NA
"1070","Aberdeen South",1,"AB12 3",18,1
"1071","Aberdeen South",1,"AB12 3",40,5
"1072","Aberdeen South",1,"AB12 3",22,NA
"1073","Aberdeen South",1,"AB12 3",2,NA
"1074","Aberdeen South",1,"AB12 3",4,NA
"1075","Aberdeen South",1,"AB12 3",39,2
"1076","Aberdeen South",1,"AB12 3",15,1
"1077","Aberdeen South",1,"AB12 3",16,NA
"1078","Aberdeen South",1,"AB12 3",113,6
"1079","Aberdeen South",1,"AB12 3",30,3
"1080","Aberdeen South",1,"AB12 3",28,4
"1081","Aberdeen South",1,"AB12 3",39,2
"1082","Aberdeen South",1,"AB12 3",86,15
"1083","Aberdeen South",1,"AB12 3",54,NA
"1084","Aberdeen South",1,"AB12 3",52,11
"1085","Aberdeen South",1,"AB12 3",5,1
"1086","Aberdeen South",1,"AB12 3",19,1
"1087","Aberdeen South",1,"AB12 3",35,5
"1088","Aberdeen South",1,"AB12 3",31,2
"1089","Aberdeen South",1,"AB12 3",145,21
"1090","Aberdeen South",1,"AB12 3",24,2
"1091","Aberdeen South",1,"AB12 3",19,2
"1092","Aberdeen South",1,"AB12 3",25,5
"1093","Aberdeen South",1,"AB12 3",32,10
"1094","Aberdeen South",1,"AB12 3",25,2
"1095","Aberdeen South",1,"AB12 3",25,NA
"1096","Aberdeen South",1,"AB12 3",65,18
"1097","Aberdeen South",1,"AB12 3",41,7
"1098","Aberdeen South",1,"AB12 3",28,3
"1099","Aberdeen South",1,"AB12 3",49,2
"1100","Aberdeen South",1,"AB12 3",53,5
"1101","Aberdeen South",1,"AB12 3",29,NA
"1102","Aberdeen South",1,"AB12 3",72,8
"1103","Aberdeen South",1,"AB12 3",92,11
"1104","Aberdeen South",1,"AB12 3",19,2
"1105","Aberdeen South",1,"AB12 3",26,2
"1106","Aberdeen South",1,"AB12 3",96,10
"1107","Aberdeen South",1,"AB12 3",81,7
"1108","Aberdeen South",1,"AB12 3",42,4
"1109","Aberdeen South",1,"AB12 3",30,4
"1110","Aberdeen South",1,"AB12 3",60,7
"1111","Aberdeen South",1,"AB12 3",29,2
"1112","Aberdeen South",1,"AB12 3",18,NA
"1113","Aberdeen South",1,"AB12 3",71,1
"1114","Aberdeen South",1,"AB12 3",45,1
"1115","Aberdeen South",1,"AB12 3",25,NA
"1116","Aberdeen South",1,"AB12 3",12,NA
"1117","Aberdeen South",1,"AB12 3",131,2
"1118","Aberdeen South",1,"AB12 3",34,2
"1119","Aberdeen South",1,"AB12 3",26,3
"1120","Aberdeen South",1,"AB12 3",6,NA
"1121","Aberdeen South",1,"AB12 3",3,NA
"1122","Aberdeen South",1,"AB12 3",112,5
"1123","Aberdeen South",1,"AB12 3",9,NA
"1124","Aberdeen South",1,"AB12 3",24,NA
"1125","Aberdeen South",1,"AB12 3",20,2
"1126","Aberdeen South",1,"AB12 3",12,1
"1127","Aberdeen South",1,"AB12 3",41,NA
"1128","Aberdeen South",1,"AB12 3",70,3
"1129","Aberdeen South",1,"AB12 3",30,NA
"1130","Aberdeen South",1,"AB12 3",16,NA
"1131","Aberdeen South",1,"AB12 3",26,2
"1132","Aberdeen South",1,"AB12 3",22,NA
"1133","Aberdeen South",1,"AB12 3",49,3
"1134","Aberdeen South",1,"AB12 3",56,3
"1135","Aberdeen South",1,"AB12 3",15,NA
"1136","Aberdeen South",1,"AB12 3",12,NA
